"transaction_id";"sender_account_id";"receiver_account_id";"transaction_amount";"transaction_type";"timestamp";"transaction_status";"fraud_flag";"geolocation";"device_used";"network_slice_id";"latency";"slice_bandwidth_mbps";"pin_code"
"TXN6593949300";"ACC94052";"ACC92241";256.17;"Transfer";"2025-01-17 11:00:00";"Failed";"FALSE";"55.7558 N, 0.1278 W";"Desktop";"Slice3";13;148;8852
"TXN1710747845";"ACC54508";"ACC76859";459.19;"Transfer";"2025-01-17 10:46:00";"Failed";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice2";17;62;4033
"TXN5258198773";"ACC89017";"ACC53126";82.26;"Transfer";"2025-01-17 10:10:00";"Success";"FALSE";"48.8566 N, 2.3522 W";"Desktop";"Slice1";10;127;1488
"TXN1578471232";"ACC15227";"ACC49623";741.53;"Transfer";"2025-01-17 10:50:00";"Success";"FALSE";"34.0522 N, 2.3522 W";"Mobile";"Slice1";17;160;3240
"TXN1976924179";"ACC83776";"ACC82152";447.12;"Withdrawal";"2025-01-17 10:49:00";"Success";"TRUE";"40.7128 N, 2.3522 W";"Desktop";"Slice3";15;237;5084
"TXN1514038740";"ACC25986";"ACC14717";140.89;"Withdrawal";"2025-01-17 10:32:00";"Failed";"FALSE";"40.7128 N, 37.6173 W";"Mobile";"Slice3";9;122;9155
"TXN5340375676";"ACC14278";"ACC69811";273.81;"Withdrawal";"2025-01-17 10:59:00";"Success";"TRUE";"51.5074 N, -118.2437 W";"Mobile";"Slice1";16;79;7852
"TXN2152224485";"ACC81776";"ACC17057";523.24;"Withdrawal";"2025-01-17 10:56:00";"Failed";"TRUE";"48.8566 N, 2.3522 W";"Mobile";"Slice1";15;135;2525
"TXN1560794795";"ACC61408";"ACC65100";142.3;"Deposit";"2025-01-17 10:19:00";"Success";"TRUE";"48.8566 N, 2.3522 W";"Mobile";"Slice1";3;75;7403
"TXN5349278466";"ACC17037";"ACC21803";95.1;"Withdrawal";"2025-01-17 10:26:00";"Failed";"FALSE";"35.6895 N, 139.6917 W";"Mobile";"Slice3";15;189;3202
"TXN4508861333";"ACC70626";"ACC54925";561.12;"Withdrawal";"2025-01-17 10:34:00";"Failed";"FALSE";"51.5074 N, -74.006 W";"Desktop";"Slice2";6;163;9950
"TXN9591402229";"ACC66411";"ACC85248";712.91;"Deposit";"2025-01-17 10:14:00";"Failed";"TRUE";"55.7558 N, 2.3522 W";"Mobile";"Slice2";7;214;2961
"TXN6010561557";"ACC95145";"ACC19157";659.93;"Transfer";"2025-01-17 10:23:00";"Success";"FALSE";"51.5074 N, 139.6917 W";"Desktop";"Slice3";15;240;6387
"TXN4592850855";"ACC54180";"ACC62788";411.08;"Transfer";"2025-01-17 10:59:00";"Success";"FALSE";"40.7128 N, 139.6917 W";"Desktop";"Slice3";4;150;6586
"TXN8022246760";"ACC33515";"ACC12270";131.53;"Transfer";"2025-01-17 10:58:00";"Failed";"FALSE";"34.0522 N, 2.3522 W";"Desktop";"Slice3";14;82;5473
"TXN5703695908";"ACC71632";"ACC68862";218.74;"Withdrawal";"2025-01-17 10:19:00";"Failed";"FALSE";"35.6895 N, -118.2437 W";"Mobile";"Slice1";19;172;3786
"TXN3745560897";"ACC34706";"ACC74207";943.59;"Withdrawal";"2025-01-17 10:12:00";"Success";"FALSE";"40.7128 N, 37.6173 W";"Desktop";"Slice1";14;123;8519
"TXN6850517635";"ACC14761";"ACC96544";592.7;"Deposit";"2025-01-17 10:49:00";"Failed";"TRUE";"48.8566 N, 0.1278 W";"Mobile";"Slice1";9;194;1649
"TXN3229991141";"ACC60117";"ACC51255";723.43;"Transfer";"2025-01-17 10:42:00";"Failed";"TRUE";"34.0522 N, 37.6173 W";"Desktop";"Slice2";10;56;7409
"TXN2567312830";"ACC95501";"ACC10188";86.27;"Deposit";"2025-01-17 10:25:00";"Failed";"FALSE";"51.5074 N, 0.1278 W";"Desktop";"Slice2";18;113;2499
"TXN9451536828";"ACC62122";"ACC26214";366.82;"Withdrawal";"2025-01-17 10:21:00";"Success";"FALSE";"40.7128 N, 139.6917 W";"Desktop";"Slice1";4;52;1115
"TXN1804071554";"ACC73139";"ACC10365";420.72;"Transfer";"2025-01-17 10:37:00";"Success";"FALSE";"35.6895 N, -118.2437 W";"Desktop";"Slice2";7;220;2894
"TXN5952543306";"ACC35980";"ACC59716";976.48;"Deposit";"2025-01-17 10:52:00";"Failed";"FALSE";"48.8566 N, 37.6173 W";"Mobile";"Slice1";7;130;8375
"TXN3960056916";"ACC57367";"ACC98500";546.59;"Transfer";"2025-01-17 10:56:00";"Failed";"TRUE";"40.7128 N, 0.1278 W";"Desktop";"Slice3";18;172;4084
"TXN2738370974";"ACC83707";"ACC15731";984.69;"Withdrawal";"2025-01-17 10:09:00";"Success";"TRUE";"48.8566 N, 0.1278 W";"Desktop";"Slice1";10;212;9948
"TXN7765840896";"ACC58221";"ACC36613";124.97;"Transfer";"2025-01-17 10:14:00";"Success";"TRUE";"35.6895 N, -118.2437 W";"Desktop";"Slice1";4;83;4956
"TXN3732099369";"ACC25052";"ACC46633";376.24;"Deposit";"2025-01-17 10:08:00";"Failed";"TRUE";"48.8566 N, 0.1278 W";"Mobile";"Slice1";15;80;6409
"TXN5530860650";"ACC41494";"ACC38025";99.92;"Deposit";"2025-01-17 10:16:00";"Success";"TRUE";"34.0522 N, 2.3522 W";"Mobile";"Slice2";13;88;3118
"TXN8297322746";"ACC95784";"ACC52100";497.89;"Transfer";"2025-01-17 10:57:00";"Failed";"FALSE";"34.0522 N, 37.6173 W";"Mobile";"Slice2";16;65;4476
"TXN4789765472";"ACC76577";"ACC55052";902.0;"Transfer";"2025-01-17 10:29:00";"Failed";"FALSE";"55.7558 N, -118.2437 W";"Desktop";"Slice3";11;59;8403
"TXN4983297393";"ACC24008";"ACC96031";908.73;"Transfer";"2025-01-17 10:09:00";"Success";"FALSE";"40.7128 N, 139.6917 W";"Mobile";"Slice2";13;75;4030
"TXN9765597378";"ACC22952";"ACC26670";368.3;"Withdrawal";"2025-01-17 10:13:00";"Success";"TRUE";"35.6895 N, -74.006 W";"Desktop";"Slice2";16;200;3532
"TXN4214354284";"ACC59051";"ACC81518";166.5;"Withdrawal";"2025-01-17 10:06:00";"Failed";"FALSE";"35.6895 N, 139.6917 W";"Desktop";"Slice1";16;119;5632
"TXN8722779257";"ACC22975";"ACC45396";954.31;"Transfer";"2025-01-17 10:22:00";"Failed";"TRUE";"55.7558 N, 2.3522 W";"Desktop";"Slice3";9;96;4196
"TXN9270204123";"ACC96790";"ACC82293";622.19;"Transfer";"2025-01-17 10:57:00";"Failed";"FALSE";"48.8566 N, -118.2437 W";"Mobile";"Slice3";9;230;2830
"TXN1463585343";"ACC52594";"ACC61352";782.21;"Deposit";"2025-01-17 10:37:00";"Failed";"TRUE";"40.7128 N, -118.2437 W";"Desktop";"Slice1";10;181;2679
"TXN1968611398";"ACC86893";"ACC47672";738.34;"Deposit";"2025-01-17 10:01:00";"Success";"TRUE";"40.7128 N, 0.1278 W";"Mobile";"Slice3";13;194;2399
"TXN6502377673";"ACC69604";"ACC73317";79.96;"Withdrawal";"2025-01-17 10:23:00";"Success";"FALSE";"35.6895 N, -118.2437 W";"Mobile";"Slice2";9;88;3446
"TXN9235977703";"ACC93288";"ACC51744";138.44;"Transfer";"2025-01-17 10:50:00";"Success";"FALSE";"48.8566 N, -118.2437 W";"Mobile";"Slice2";14;199;7252
"TXN8812176395";"ACC57534";"ACC72211";781.77;"Withdrawal";"2025-01-17 10:03:00";"Success";"FALSE";"55.7558 N, 0.1278 W";"Desktop";"Slice3";11;220;7737
"TXN4083792867";"ACC31169";"ACC70535";420.19;"Deposit";"2025-01-17 10:20:00";"Failed";"TRUE";"34.0522 N, 2.3522 W";"Mobile";"Slice2";5;200;1654
"TXN9829142303";"ACC91562";"ACC45567";191.15;"Transfer";"2025-01-17 10:38:00";"Failed";"TRUE";"35.6895 N, 139.6917 W";"Mobile";"Slice3";7;178;5867
"TXN2662283774";"ACC43896";"ACC70488";668.82;"Transfer";"2025-01-17 10:21:00";"Success";"FALSE";"40.7128 N, 37.6173 W";"Mobile";"Slice2";11;92;3517
"TXN7267935231";"ACC10570";"ACC45348";685.34;"Withdrawal";"2025-01-17 10:34:00";"Success";"TRUE";"34.0522 N, 37.6173 W";"Mobile";"Slice3";9;128;9916
"TXN4785520039";"ACC13307";"ACC37883";958.98;"Withdrawal";"2025-01-17 10:34:00";"Success";"FALSE";"55.7558 N, 0.1278 W";"Desktop";"Slice2";17;212;8727
"TXN5691250882";"ACC49257";"ACC56878";621.44;"Transfer";"2025-01-17 10:34:00";"Success";"TRUE";"40.7128 N, 139.6917 W";"Desktop";"Slice3";10;74;3888
"TXN2889971008";"ACC79989";"ACC65977";769.38;"Transfer";"2025-01-17 10:25:00";"Success";"FALSE";"51.5074 N, 0.1278 W";"Mobile";"Slice2";5;109;9953
"TXN7454573377";"ACC69625";"ACC58914";235.97;"Withdrawal";"2025-01-17 10:52:00";"Success";"TRUE";"51.5074 N, 139.6917 W";"Desktop";"Slice3";7;193;5526
"TXN7851379191";"ACC25858";"ACC14262";350.45;"Transfer";"2025-01-17 10:51:00";"Failed";"FALSE";"51.5074 N, 139.6917 W";"Desktop";"Slice1";6;213;2771
"TXN7690248564";"ACC51379";"ACC15453";802.61;"Withdrawal";"2025-01-17 10:05:00";"Failed";"TRUE";"34.0522 N, -74.006 W";"Desktop";"Slice3";13;110;3675
"TXN8188062560";"ACC46197";"ACC87821";401.53;"Withdrawal";"2025-01-17 10:22:00";"Success";"FALSE";"35.6895 N, 37.6173 W";"Mobile";"Slice3";11;103;6972
"TXN9172243892";"ACC51717";"ACC89206";427.54;"Withdrawal";"2025-01-17 10:31:00";"Failed";"FALSE";"48.8566 N, 139.6917 W";"Desktop";"Slice2";16;93;8423
"TXN4288928616";"ACC23024";"ACC23917";217.64;"Withdrawal";"2025-01-17 10:35:00";"Failed";"TRUE";"34.0522 N, -74.006 W";"Desktop";"Slice1";9;77;7474
"TXN3409498103";"ACC62000";"ACC93041";251.82;"Transfer";"2025-01-17 10:58:00";"Success";"TRUE";"35.6895 N, -118.2437 W";"Mobile";"Slice3";19;106;9767
"TXN4884922166";"ACC62562";"ACC28489";815.81;"Transfer";"2025-01-17 10:06:00";"Failed";"TRUE";"48.8566 N, 139.6917 W";"Desktop";"Slice2";10;105;1942
"TXN9924409937";"ACC14164";"ACC11844";931.5;"Transfer";"2025-01-17 10:52:00";"Failed";"TRUE";"51.5074 N, 2.3522 W";"Mobile";"Slice1";6;247;8802
"TXN1537373231";"ACC37253";"ACC11656";503.36;"Transfer";"2025-01-17 10:37:00";"Failed";"TRUE";"34.0522 N, -74.006 W";"Mobile";"Slice2";16;237;8005
"TXN9418716802";"ACC43474";"ACC49541";609.1;"Transfer";"2025-01-17 10:23:00";"Failed";"FALSE";"35.6895 N, 2.3522 W";"Desktop";"Slice2";16;184;3973
"TXN9464334434";"ACC68021";"ACC23970";479.45;"Withdrawal";"2025-01-17 10:44:00";"Failed";"TRUE";"55.7558 N, -74.006 W";"Mobile";"Slice3";3;136;9295
"TXN3062186394";"ACC15981";"ACC42485";592.71;"Withdrawal";"2025-01-17 10:33:00";"Failed";"TRUE";"34.0522 N, 139.6917 W";"Mobile";"Slice2";18;212;8808
"TXN5277052822";"ACC22823";"ACC32041";344.15;"Transfer";"2025-01-17 10:51:00";"Success";"TRUE";"34.0522 N, 0.1278 W";"Mobile";"Slice3";6;150;4990
"TXN1056906180";"ACC62489";"ACC84079";726.81;"Deposit";"2025-01-17 10:57:00";"Failed";"FALSE";"40.7128 N, -74.006 W";"Mobile";"Slice3";3;184;6500
"TXN6101337345";"ACC66261";"ACC75576";299.45;"Deposit";"2025-01-17 10:30:00";"Success";"TRUE";"55.7558 N, 2.3522 W";"Mobile";"Slice2";20;90;1618
"TXN3962466221";"ACC37482";"ACC38867";747.08;"Transfer";"2025-01-17 10:56:00";"Success";"TRUE";"40.7128 N, 0.1278 W";"Desktop";"Slice1";3;155;4707
"TXN9915802724";"ACC18274";"ACC66957";193.87;"Deposit";"2025-01-17 10:44:00";"Failed";"FALSE";"35.6895 N, 2.3522 W";"Mobile";"Slice1";3;135;3152
"TXN1367503203";"ACC94359";"ACC74980";386.64;"Deposit";"2025-01-17 10:59:00";"Success";"TRUE";"51.5074 N, 0.1278 W";"Desktop";"Slice3";10;121;9095
"TXN7284540949";"ACC46333";"ACC52400";105.99;"Withdrawal";"2025-01-17 10:37:00";"Failed";"TRUE";"51.5074 N, 37.6173 W";"Desktop";"Slice2";3;87;7605
"TXN1794005869";"ACC86399";"ACC41719";451.03;"Transfer";"2025-01-17 10:05:00";"Success";"TRUE";"48.8566 N, 2.3522 W";"Mobile";"Slice3";15;210;4967
"TXN2303112978";"ACC52463";"ACC23188";150.68;"Deposit";"2025-01-17 10:48:00";"Success";"TRUE";"35.6895 N, 139.6917 W";"Mobile";"Slice3";11;94;9215
"TXN2158684825";"ACC44641";"ACC40570";760.84;"Withdrawal";"2025-01-17 10:38:00";"Failed";"FALSE";"48.8566 N, 2.3522 W";"Mobile";"Slice3";15;158;8947
"TXN2180308712";"ACC54594";"ACC19310";849.81;"Transfer";"2025-01-17 10:49:00";"Failed";"TRUE";"34.0522 N, -74.006 W";"Mobile";"Slice1";17;203;2116
"TXN4282498636";"ACC79850";"ACC64592";926.66;"Withdrawal";"2025-01-17 10:40:00";"Success";"TRUE";"48.8566 N, 37.6173 W";"Mobile";"Slice3";10;83;3347
"TXN7960889764";"ACC72775";"ACC59708";327.76;"Withdrawal";"2025-01-17 10:47:00";"Success";"FALSE";"34.0522 N, 139.6917 W";"Desktop";"Slice3";10;135;5968
"TXN8704693172";"ACC12639";"ACC94255";845.26;"Transfer";"2025-01-17 10:32:00";"Failed";"FALSE";"51.5074 N, -118.2437 W";"Desktop";"Slice2";15;217;6242
"TXN6551584962";"ACC31420";"ACC88372";417.63;"Transfer";"2025-01-17 10:05:00";"Success";"TRUE";"34.0522 N, 0.1278 W";"Desktop";"Slice2";15;71;2567
"TXN7496746303";"ACC86537";"ACC56703";726.13;"Withdrawal";"2025-01-17 10:54:00";"Success";"TRUE";"40.7128 N, 0.1278 W";"Mobile";"Slice2";5;173;9808
"TXN8589870338";"ACC62754";"ACC42119";481.5;"Withdrawal";"2025-01-17 10:43:00";"Success";"FALSE";"51.5074 N, 139.6917 W";"Desktop";"Slice1";16;125;4608
"TXN5766314722";"ACC66287";"ACC25255";847.66;"Deposit";"2025-01-17 10:53:00";"Failed";"TRUE";"35.6895 N, 2.3522 W";"Mobile";"Slice1";15;198;4436
"TXN3155052574";"ACC68069";"ACC89196";135.33;"Withdrawal";"2025-01-17 10:40:00";"Failed";"TRUE";"34.0522 N, 139.6917 W";"Mobile";"Slice1";9;78;9008
"TXN2224269988";"ACC77747";"ACC10943";725.84;"Deposit";"2025-01-17 10:18:00";"Success";"FALSE";"34.0522 N, 0.1278 W";"Desktop";"Slice2";15;160;4396
"TXN1285498928";"ACC57627";"ACC98533";374.88;"Deposit";"2025-01-17 10:38:00";"Failed";"TRUE";"51.5074 N, -74.006 W";"Mobile";"Slice1";20;81;8985
"TXN2274786678";"ACC67196";"ACC34138";226.12;"Deposit";"2025-01-17 10:11:00";"Failed";"FALSE";"51.5074 N, 37.6173 W";"Mobile";"Slice3";12;200;1582
"TXN8890390631";"ACC99054";"ACC97489";827.52;"Withdrawal";"2025-01-17 10:31:00";"Failed";"TRUE";"34.0522 N, -74.006 W";"Desktop";"Slice1";12;73;9403
"TXN3188124963";"ACC17123";"ACC17598";468.29;"Deposit";"2025-01-17 10:24:00";"Failed";"TRUE";"55.7558 N, 2.3522 W";"Desktop";"Slice2";6;144;6232
"TXN7297484921";"ACC69738";"ACC99464";534.53;"Deposit";"2025-01-17 10:06:00";"Failed";"TRUE";"34.0522 N, 0.1278 W";"Mobile";"Slice1";16;153;1472
"TXN6713156564";"ACC43417";"ACC38719";921.16;"Withdrawal";"2025-01-17 10:45:00";"Success";"FALSE";"35.6895 N, 2.3522 W";"Desktop";"Slice1";19;202;5779
"TXN7140240715";"ACC57840";"ACC63698";493.04;"Deposit";"2025-01-17 10:41:00";"Success";"TRUE";"34.0522 N, -118.2437 W";"Mobile";"Slice3";3;61;7145
"TXN3914244875";"ACC88176";"ACC46950";875.82;"Transfer";"2025-01-17 10:26:00";"Failed";"TRUE";"55.7558 N, -74.006 W";"Desktop";"Slice2";10;77;7910
"TXN5469662722";"ACC97389";"ACC28777";152.45;"Deposit";"2025-01-17 10:59:00";"Failed";"FALSE";"40.7128 N, 2.3522 W";"Desktop";"Slice1";12;214;4457
"TXN4099617388";"ACC64984";"ACC66528";939.81;"Transfer";"2025-01-17 10:02:00";"Success";"FALSE";"51.5074 N, 0.1278 W";"Mobile";"Slice3";19;250;9706
"TXN5516499698";"ACC54756";"ACC20263";530.44;"Transfer";"2025-01-17 10:07:00";"Failed";"FALSE";"34.0522 N, 2.3522 W";"Mobile";"Slice2";13;64;7903
"TXN4485189988";"ACC30798";"ACC90045";145.6;"Withdrawal";"2025-01-17 10:23:00";"Failed";"TRUE";"35.6895 N, 139.6917 W";"Mobile";"Slice3";7;132;9875
"TXN8745969736";"ACC34512";"ACC51551";265.48;"Withdrawal";"2025-01-17 10:55:00";"Failed";"FALSE";"34.0522 N, 37.6173 W";"Desktop";"Slice1";19;152;2336
"TXN9905734561";"ACC14432";"ACC93558";512.81;"Deposit";"2025-01-17 10:34:00";"Failed";"TRUE";"35.6895 N, 2.3522 W";"Desktop";"Slice1";8;232;8035
"TXN3081071442";"ACC31534";"ACC23501";894.19;"Transfer";"2025-01-17 10:17:00";"Success";"TRUE";"51.5074 N, 0.1278 W";"Mobile";"Slice3";12;231;2314
"TXN8486454934";"ACC39701";"ACC54482";717.43;"Deposit";"2025-01-17 10:01:00";"Success";"TRUE";"35.6895 N, 139.6917 W";"Desktop";"Slice1";15;129;7788
"TXN8646637708";"ACC26086";"ACC47587";912.78;"Deposit";"2025-01-17 10:20:00";"Success";"FALSE";"55.7558 N, 37.6173 W";"Desktop";"Slice2";16;228;8300
"TXN7695035207";"ACC78538";"ACC65514";646.48;"Deposit";"2025-01-17 10:27:00";"Failed";"FALSE";"48.8566 N, 0.1278 W";"Desktop";"Slice2";13;139;4245
"TXN7630113676";"ACC54962";"ACC12346";904.54;"Transfer";"2025-01-17 10:05:00";"Success";"TRUE";"51.5074 N, -74.006 W";"Mobile";"Slice3";13;243;8846
"TXN4304334477";"ACC14700";"ACC95607";662.74;"Transfer";"2025-01-17 10:23:00";"Failed";"FALSE";"48.8566 N, -74.006 W";"Mobile";"Slice3";16;188;9286
"TXN9328528150";"ACC15595";"ACC31081";946.2;"Deposit";"2025-01-17 10:38:00";"Failed";"TRUE";"51.5074 N, -74.006 W";"Mobile";"Slice3";16;200;9169
"TXN1027199935";"ACC37487";"ACC77079";228.45;"Transfer";"2025-01-17 10:14:00";"Success";"FALSE";"48.8566 N, 37.6173 W";"Desktop";"Slice1";17;74;3939
"TXN1519832715";"ACC65856";"ACC49534";734.99;"Deposit";"2025-01-17 10:09:00";"Failed";"FALSE";"48.8566 N, 37.6173 W";"Desktop";"Slice3";15;100;8306
"TXN4654450936";"ACC40448";"ACC64201";220.56;"Withdrawal";"2025-01-17 10:49:00";"Failed";"FALSE";"51.5074 N, -74.006 W";"Mobile";"Slice1";17;176;4167
"TXN7190517370";"ACC38736";"ACC57803";87.4;"Deposit";"2025-01-17 10:25:00";"Success";"TRUE";"40.7128 N, 37.6173 W";"Desktop";"Slice1";3;236;6648
"TXN2013672155";"ACC12216";"ACC68938";245.59;"Transfer";"2025-01-17 10:11:00";"Failed";"TRUE";"34.0522 N, -74.006 W";"Desktop";"Slice2";3;56;7937
"TXN1009840095";"ACC54943";"ACC49366";115.33;"Transfer";"2025-01-17 10:24:00";"Success";"FALSE";"55.7558 N, 37.6173 W";"Mobile";"Slice2";8;82;4916
"TXN7999376225";"ACC62620";"ACC43275";424.14;"Transfer";"2025-01-17 10:53:00";"Failed";"FALSE";"40.7128 N, 0.1278 W";"Desktop";"Slice2";4;99;6296
"TXN8160409252";"ACC19769";"ACC18211";118.47;"Withdrawal";"2025-01-17 10:25:00";"Failed";"TRUE";"51.5074 N, 2.3522 W";"Mobile";"Slice3";9;102;9480
"TXN9716899160";"ACC20942";"ACC14865";733.38;"Withdrawal";"2025-01-17 10:51:00";"Success";"TRUE";"40.7128 N, -118.2437 W";"Mobile";"Slice3";3;150;5947
"TXN7021871590";"ACC96779";"ACC80536";927.51;"Transfer";"2025-01-17 10:26:00";"Success";"TRUE";"40.7128 N, 0.1278 W";"Mobile";"Slice3";18;182;6370
"TXN5890230581";"ACC25122";"ACC44204";507.14;"Deposit";"2025-01-17 10:39:00";"Success";"TRUE";"40.7128 N, 2.3522 W";"Desktop";"Slice2";17;193;8685
"TXN5259427532";"ACC19742";"ACC32118";147.52;"Deposit";"2025-01-17 10:53:00";"Success";"TRUE";"51.5074 N, 0.1278 W";"Desktop";"Slice2";20;92;9231
"TXN6434340123";"ACC18670";"ACC55222";909.99;"Deposit";"2025-01-17 10:20:00";"Success";"FALSE";"40.7128 N, 0.1278 W";"Mobile";"Slice1";15;103;9631
"TXN5512698980";"ACC28763";"ACC24097";725.22;"Deposit";"2025-01-17 10:15:00";"Failed";"TRUE";"55.7558 N, 139.6917 W";"Desktop";"Slice2";18;140;5751
"TXN5642409479";"ACC64953";"ACC47717";827.33;"Deposit";"2025-01-17 10:02:00";"Failed";"TRUE";"40.7128 N, -118.2437 W";"Desktop";"Slice1";5;108;8866
"TXN4863583366";"ACC96531";"ACC66183";59.49;"Transfer";"2025-01-17 10:58:00";"Failed";"TRUE";"51.5074 N, 0.1278 W";"Desktop";"Slice1";15;196;3289
"TXN2807500909";"ACC42613";"ACC42918";602.34;"Transfer";"2025-01-17 10:03:00";"Success";"TRUE";"55.7558 N, 37.6173 W";"Desktop";"Slice3";17;170;4788
"TXN6891762184";"ACC63967";"ACC90350";897.01;"Deposit";"2025-01-17 10:31:00";"Success";"FALSE";"48.8566 N, 0.1278 W";"Desktop";"Slice3";7;60;4461
"TXN5876009850";"ACC51158";"ACC27191";692.63;"Withdrawal";"2025-01-17 10:51:00";"Success";"FALSE";"51.5074 N, -74.006 W";"Mobile";"Slice1";17;151;8513
"TXN9108039354";"ACC81579";"ACC70447";968.11;"Deposit";"2025-01-17 10:24:00";"Success";"FALSE";"55.7558 N, 2.3522 W";"Mobile";"Slice3";6;200;6733
"TXN6549632788";"ACC10043";"ACC88019";676.86;"Deposit";"2025-01-17 10:37:00";"Failed";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice3";11;96;6034
"TXN8061097504";"ACC74642";"ACC30873";163.42;"Withdrawal";"2025-01-17 10:30:00";"Failed";"TRUE";"40.7128 N, 37.6173 W";"Mobile";"Slice2";15;169;1127
"TXN4865155116";"ACC92160";"ACC78035";676.31;"Withdrawal";"2025-01-17 10:44:00";"Failed";"TRUE";"55.7558 N, -118.2437 W";"Mobile";"Slice1";5;230;7749
"TXN6280489068";"ACC63567";"ACC18427";954.23;"Withdrawal";"2025-01-17 10:55:00";"Success";"TRUE";"55.7558 N, -74.006 W";"Mobile";"Slice2";15;79;4192
"TXN6147229485";"ACC29295";"ACC96401";800.64;"Withdrawal";"2025-01-17 10:50:00";"Success";"FALSE";"55.7558 N, 2.3522 W";"Desktop";"Slice2";4;142;3566
"TXN7444932806";"ACC63082";"ACC11551";727.62;"Transfer";"2025-01-17 10:07:00";"Success";"FALSE";"55.7558 N, 37.6173 W";"Desktop";"Slice1";6;57;9665
"TXN6187390659";"ACC36830";"ACC35791";348.58;"Withdrawal";"2025-01-17 10:42:00";"Success";"TRUE";"48.8566 N, 139.6917 W";"Desktop";"Slice1";10;77;3512
"TXN1806416150";"ACC93504";"ACC75996";721.39;"Deposit";"2025-01-17 10:24:00";"Failed";"FALSE";"40.7128 N, 2.3522 W";"Desktop";"Slice2";3;82;7758
"TXN4093369509";"ACC47989";"ACC97491";688.03;"Withdrawal";"2025-01-17 10:03:00";"Success";"FALSE";"51.5074 N, -118.2437 W";"Desktop";"Slice2";14;166;3554
"TXN4241858851";"ACC32144";"ACC23303";78.53;"Transfer";"2025-01-17 10:48:00";"Failed";"FALSE";"48.8566 N, 0.1278 W";"Mobile";"Slice1";9;114;9871
"TXN6135136280";"ACC80202";"ACC20579";86.89;"Withdrawal";"2025-01-17 10:19:00";"Failed";"FALSE";"34.0522 N, -74.006 W";"Mobile";"Slice3";4;109;1696
"TXN3164901783";"ACC86774";"ACC57313";275.82;"Deposit";"2025-01-17 10:48:00";"Success";"TRUE";"34.0522 N, 139.6917 W";"Mobile";"Slice2";20;112;9027
"TXN6033289469";"ACC21381";"ACC50642";231.96;"Transfer";"2025-01-17 10:02:00";"Failed";"TRUE";"48.8566 N, 139.6917 W";"Mobile";"Slice2";8;193;6060
"TXN4177656671";"ACC17862";"ACC11488";558.08;"Deposit";"2025-01-17 11:00:00";"Success";"TRUE";"55.7558 N, 2.3522 W";"Desktop";"Slice1";19;122;4004
"TXN4973333734";"ACC71245";"ACC38629";855.53;"Deposit";"2025-01-17 10:12:00";"Success";"TRUE";"55.7558 N, 0.1278 W";"Mobile";"Slice1";15;142;1683
"TXN7103211368";"ACC87678";"ACC94847";109.93;"Deposit";"2025-01-17 10:42:00";"Failed";"TRUE";"48.8566 N, -118.2437 W";"Mobile";"Slice3";16;107;6989
"TXN6774647261";"ACC83881";"ACC65341";329.15;"Transfer";"2025-01-17 11:00:00";"Success";"TRUE";"48.8566 N, 139.6917 W";"Desktop";"Slice2";15;192;7015
"TXN7408966343";"ACC39498";"ACC97070";58.69;"Transfer";"2025-01-17 10:07:00";"Failed";"FALSE";"34.0522 N, -118.2437 W";"Mobile";"Slice1";9;136;4829
"TXN1684589936";"ACC64300";"ACC85697";345.62;"Withdrawal";"2025-01-17 10:24:00";"Failed";"FALSE";"35.6895 N, -74.006 W";"Desktop";"Slice1";11;249;3265
"TXN7142871079";"ACC28994";"ACC90586";438.45;"Deposit";"2025-01-17 10:26:00";"Failed";"TRUE";"51.5074 N, 37.6173 W";"Mobile";"Slice2";15;84;7982
"TXN7255939236";"ACC14492";"ACC81365";54.96;"Transfer";"2025-01-17 10:06:00";"Success";"FALSE";"48.8566 N, -118.2437 W";"Mobile";"Slice1";13;80;4389
"TXN9388955721";"ACC53507";"ACC19376";881.39;"Transfer";"2025-01-17 10:49:00";"Success";"TRUE";"40.7128 N, 139.6917 W";"Desktop";"Slice1";18;65;8426
"TXN6956710652";"ACC59937";"ACC72083";890.41;"Withdrawal";"2025-01-17 10:12:00";"Success";"FALSE";"35.6895 N, -118.2437 W";"Desktop";"Slice3";20;209;8663
"TXN5412325506";"ACC49283";"ACC17922";224.29;"Withdrawal";"2025-01-17 10:07:00";"Failed";"FALSE";"35.6895 N, 139.6917 W";"Desktop";"Slice2";7;59;1895
"TXN6482881540";"ACC68203";"ACC30527";671.09;"Transfer";"2025-01-17 10:26:00";"Success";"TRUE";"55.7558 N, -74.006 W";"Mobile";"Slice2";11;226;3380
"TXN9984520277";"ACC36712";"ACC63075";149.22;"Deposit";"2025-01-17 11:00:00";"Success";"TRUE";"35.6895 N, 139.6917 W";"Mobile";"Slice3";11;181;8448
"TXN9077266257";"ACC92050";"ACC85728";918.7;"Deposit";"2025-01-17 10:22:00";"Success";"TRUE";"40.7128 N, 37.6173 W";"Mobile";"Slice2";14;156;4077
"TXN5689924166";"ACC70707";"ACC61130";427.26;"Deposit";"2025-01-17 10:13:00";"Success";"FALSE";"34.0522 N, -118.2437 W";"Desktop";"Slice2";15;156;1498
